Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_STATE,Geo_COUNTY,Geo_TRACT,SE_A03001B_001,SE_A03001B_002,SE_A03001B_003,SE_A03001B_004,SE_A03001B_005,SE_A03001B_006,SE_A03001B_007,SE_A03001B_008,SE_A03001B_009,SE_A03001B_010,SE_A14016_001,SE_B18002_001,SE_B18002_002,SE_B18002_003,SE_B13004_001,SE_B13004_002,SE_B13004_003,SE_B13004_004,SE_B13004_005
6037601212,14000US06037601212,Census Tract 6012.12,"Census Tract 6012.12, Los Angeles County, California",ca,140,0,ACSSF,5835,6,37,601212,1801,411,873,14,0,46,350,107,89,776,43630,1801,620,473,6889,1457,2230,3687,3202
6037601301,14000US06037601301,Census Tract 6013.01,"Census Tract 6013.01, Los Angeles County, California",ca,140,0,ACSSF,5836,6,37,601301,260,31,183,0,12,0,12,22,26,17,49167,260,106,56,2018,140,235,375,1643
6037601302,14000US06037601302,Census Tract 6013.02,"Census Tract 6013.02, Los Angeles County, California",ca,140,0,ACSSF,5837,6,37,601302,2367,591,1449,0,40,0,194,93,207,648,41162,2367,541,793,7366,1467,1772,3239,4127
6037601303,14000US06037601303,Census Tract 6013.03,"Census Tract 6013.03, Los Angeles County, California",ca,140,0,ACSSF,5838,6,37,601303,1790,296,1104,40,35,19,208,88,123,392,41500,1790,528,488,5211,1032,1147,2179,3032
6037601401,14000US06037601401,Census Tract 6014.01,"Census Tract 6014.01, Los Angeles County, California",ca,140,0,ACSSF,5839,6,37,601401,1194,224,533,47,33,0,263,94,63,511,38939,1194,201,416,5653,1491,1615,3106,2547
6037601402,14000US06037601402,Census Tract 6014.02,"Census Tract 6014.02, Los Angeles County, California",ca,140,0,ACSSF,5840,6,37,601402,450,219,10,0,8,0,202,11,48,383,40485,450,150,102,4850,699,1107,1806,3044
6037601501,14000US06037601501,Census Tract 6015.01,"Census Tract 6015.01, Los Angeles County, California",ca,140,0,ACSSF,5841,6,37,601501,888,433,56,0,0,36,340,23,19,772,34012,888,259,285,3995,1043,1549,2592,1403
6037601502,14000US06037601502,Census Tract 6015.02,"Census Tract 6015.02, Los Angeles County, California",ca,140,0,ACSSF,5842,6,37,601502,665,399,13,0,21,0,224,8,18,605,36827,665,146,239,3956,831,1933,2764,1192
6037601600,14000US06037601600,Census Tract 6016,"Census Tract 6016, Los Angeles County, California",ca,140,0,ACSSF,5843,6,37,601600,634,261,37,0,13,0,314,9,20,591,43810,634,153,180,4122,1093,897,1990,2132
6037601700,14000US06037601700,Census Tract 6017,"Census Tract 6017, Los Angeles County, California",ca,140,0,ACSSF,5844,6,37,601700,960,230,121,5,7,0,578,19,0,809,35500,960,207,350,5427,1053,1782,2835,2592
6037601801,14000US06037601801,Census Tract 6018.01,"Census Tract 6018.01, Los Angeles County, California",ca,140,0,ACSSF,5845,6,37,601801,570,293,28,10,0,0,239,0,0,532,30714,570,186,191,2989,784,979,1763,1226
6037601802,14000US06037601802,Census Tract 6018.02,"Census Tract 6018.02, Los Angeles County, California",ca,140,0,ACSSF,5846,6,37,601802,712,389,8,0,0,0,306,9,14,690,39479,712,211,128,3935,732,945,1677,2258
6037601900,14000US06037601900,Census Tract 6019,"Census Tract 6019, Los Angeles County, California",ca,140,0,ACSSF,5847,6,37,601900,964,308,261,38,6,0,283,68,12,599,47899,964,345,200,5086,1240,1493,2733,2353
6037602002,14000US06037602002,Census Tract 6020.02,"Census Tract 6020.02, Los Angeles County, California",ca,140,0,ACSSF,5848,6,37,602002,508,136,132,0,5,0,211,24,16,331,36471,508,141,223,3012,413,1220,1633,1379
6037602003,14000US06037602003,Census Tract 6020.03,"Census Tract 6020.03, Los Angeles County, California",ca,140,0,ACSSF,5849,6,37,602003,812,227,200,36,0,0,333,16,0,612,41250,812,332,264,4457,652,1647,2299,2158
6037602004,14000US06037602004,Census Tract 6020.04,"Census Tract 6020.04, Los Angeles County, California",ca,140,0,ACSSF,5850,6,37,602004,608,164,175,0,15,0,246,8,0,410,44286,608,217,178,3735,639,744,1383,2352
6037602103,14000US06037602103,Census Tract 6021.03,"Census Tract 6021.03, Los Angeles County, California",ca,140,0,ACSSF,5851,6,37,602103,1794,364,548,73,115,0,511,183,58,1007,35000,1794,649,461,6431,1124,2391,3515,2916
6037602104,14000US06037602104,Census Tract 6021.04,"Census Tract 6021.04, Los Angeles County, California",ca,140,0,ACSSF,5852,6,37,602104,1385,358,474,0,64,0,413,76,49,774,44587,1385,452,364,5861,1246,1451,2697,3164
6037602105,14000US06037602105,Census Tract 6021.05,"Census Tract 6021.05, Los Angeles County, California",ca,140,0,ACSSF,5853,6,37,602105,963,262,297,0,51,0,275,78,80,490,40529,963,240,344,4235,694,1218,1912,2323
6037602106,14000US06037602106,Census Tract 6021.06,"Census Tract 6021.06, Los Angeles County, California",ca,140,0,ACSSF,5854,6,37,602106,1636,527,464,0,202,0,280,163,214,694,43895,1636,246,466,5547,831,1451,2282,3265
6037602200,14000US06037602200,Census Tract 6022,"Census Tract 6022, Los Angeles County, California",ca,140,0,ACSSF,5855,6,37,602200,1488,670,278,0,149,12,310,69,381,645,63861,1488,410,407,7633,1298,1266,2564,5069
6037602301,14000US06037602301,Census Tract 6023.01,"Census Tract 6023.01, Los Angeles County, California",ca,140,0,ACSSF,5856,6,37,602301,566,278,71,0,43,29,138,7,112,304,60172,566,155,75,6233,375,836,1211,5022
6037602302,14000US06037602302,Census Tract 6023.02,"Census Tract 6023.02, Los Angeles County, California",ca,140,0,ACSSF,5857,6,37,602302,274,253,0,0,21,0,0,0,195,58,99714,274,88,53,4596,196,163,359,4237
6037602402,14000US06037602402,Census Tract 6024.02,"Census Tract 6024.02, Los Angeles County, California",ca,140,0,ACSSF,5858,6,37,602402,1036,382,208,0,66,11,287,82,91,671,44457,1036,347,288,6234,684,1774,2458,3776
6037602403,14000US06037602403,Census Tract 6024.03,"Census Tract 6024.03, Los Angeles County, California",ca,140,0,ACSSF,5859,6,37,602403,1437,383,425,0,134,19,408,68,69,757,50175,1437,330,304,5289,748,1156,1904,3385
6037602404,14000US06037602404,Census Tract 6024.04,"Census Tract 6024.04, Los Angeles County, California",ca,140,0,ACSSF,5860,6,37,602404,1548,409,414,28,120,0,426,151,139,787,40542,1548,505,441,5292,1032,1139,2171,3121
6037602504,14000US06037602504,Census Tract 6025.04,"Census Tract 6025.04, Los Angeles County, California",ca,140,0,ACSSF,5861,6,37,602504,1571,327,814,8,118,0,223,81,106,518,41273,1571,522,407,4805,820,1547,2367,2438
6037602505,14000US06037602505,Census Tract 6025.05,"Census Tract 6025.05, Los Angeles County, California",ca,140,0,ACSSF,5862,6,37,602505,1552,449,588,0,17,0,384,114,124,757,33580,1552,265,632,4370,1392,932,2324,2046
6037602506,14000US06037602506,Census Tract 6025.06,"Census Tract 6025.06, Los Angeles County, California",ca,140,0,ACSSF,5863,6,37,602506,1614,307,833,0,55,7,302,110,120,496,35539,1614,567,493,4245,912,1334,2246,1999
6037602507,14000US06037602507,Census Tract 6025.07,"Census Tract 6025.07, Los Angeles County, California",ca,140,0,ACSSF,5864,6,37,602507,1525,220,877,0,76,0,301,51,41,466,47114,1525,405,389,5002,485,1705,2190,2812
6037602508,14000US06037602508,Census Tract 6025.08,"Census Tract 6025.08, Los Angeles County, California",ca,140,0,ACSSF,5865,6,37,602508,2195,500,922,13,141,0,381,238,210,723,46375,2195,626,488,7138,1027,2107,3134,4004
6037602509,14000US06037602509,Census Tract 6025.09,"Census Tract 6025.09, Los Angeles County, California",ca,140,0,ACSSF,5866,6,37,602509,805,198,222,4,46,0,244,91,53,393,55986,805,216,155,4255,595,662,1257,2998
6037602600,14000US06037602600,Census Tract 6026,"Census Tract 6026, Los Angeles County, California",ca,140,0,ACSSF,5867,6,37,602600,991,172,651,0,0,36,132,0,50,254,37422,991,424,256,8032,715,2039,2754,5278
6037602700,14000US06037602700,Census Tract 6027,"Census Tract 6027, Los Angeles County, California",ca,140,0,ACSSF,5868,6,37,602700,290,14,230,0,0,0,41,5,14,41,74545,290,59,36,3980,269,626,895,3085
6037602801,14000US06037602801,Census Tract 6028.01,"Census Tract 6028.01, Los Angeles County, California",ca,140,0,ACSSF,5869,6,37,602801,874,243,414,0,0,0,217,0,3,433,28846,874,249,397,3255,919,926,1845,1410
6037602802,14000US06037602802,Census Tract 6028.02,"Census Tract 6028.02, Los Angeles County, California",ca,140,0,ACSSF,5870,6,37,602802,285,41,187,0,12,0,45,0,0,86,54625,285,81,45,4343,367,792,1159,3184
6037602900,14000US06037602900,Census Tract 6029,"Census Tract 6029, Los Angeles County, California",ca,140,0,ACSSF,5871,6,37,602900,618,257,93,10,19,0,212,27,87,392,29167,618,197,214,4331,935,1554,2489,1842
6037603001,14000US06037603001,Census Tract 6030.01,"Census Tract 6030.01, Los Angeles County, California",ca,140,0,ACSSF,5872,6,37,603001,1519,176,438,0,318,0,565,22,53,702,39470,1519,428,420,7215,1642,1557,3199,4016
6037603004,14000US06037603004,Census Tract 6030.04,"Census Tract 6030.04, Los Angeles County, California",ca,140,0,ACSSF,5873,6,37,603004,487,92,145,0,178,0,69,3,33,128,53413,487,98,120,1438,187,378,565,873
6037603005,14000US06037603005,Census Tract 6030.05,"Census Tract 6030.05, Los Angeles County, California",ca,140,0,ACSSF,5874,6,37,603005,1373,244,537,0,164,0,405,23,116,488,35980,1373,473,422,5847,1209,1411,2620,3227
6037603006,14000US06037603006,Census Tract 6030.06,"Census Tract 6030.06, Los Angeles County, California",ca,140,0,ACSSF,5875,6,37,603006,502,78,73,0,208,0,83,60,48,124,38981,502,173,109,1905,275,628,903,1002
6037603101,14000US06037603101,Census Tract 6031.01,"Census Tract 6031.01, Los Angeles County, California",ca,140,0,ACSSF,5876,6,37,603101,922,248,325,0,214,0,125,10,132,235,47788,922,226,276,3987,623,700,1323,2664
6037603102,14000US06037603102,Census Tract 6031.02,"Census Tract 6031.02, Los Angeles County, California",ca,140,0,ACSSF,5877,6,37,603102,886,170,220,0,260,0,210,26,67,361,47000,886,201,190,3732,755,677,1432,2300
6037603200,14000US06037603200,Census Tract 6032,"Census Tract 6032, Los Angeles County, California",ca,140,0,ACSSF,5878,6,37,603200,264,42,11,0,163,0,30,18,22,60,53750,264,80,51,3245,263,496,759,2486
6037603301,14000US06037603301,Census Tract 6033.01,"Census Tract 6033.01, Los Angeles County, California",ca,140,0,ACSSF,5879,6,37,603301,997,186,22,0,592,0,138,59,122,220,49188,997,297,225,3647,301,760,1061,2586
6037603302,14000US06037603302,Census Tract 6033.02,"Census Tract 6033.02, Los Angeles County, California",ca,140,0,ACSSF,5880,6,37,603302,801,124,149,7,404,0,86,31,62,167,30402,801,151,382,3861,856,657,1513,2348
6037603400,14000US06037603400,Census Tract 6034,"Census Tract 6034, Los Angeles County, California",ca,140,0,ACSSF,5881,6,37,603400,546,136,60,0,106,7,189,48,40,308,50625,546,222,46,4509,298,1261,1559,2950
6037603500,14000US06037603500,Census Tract 6035,"Census Tract 6035, Los Angeles County, California",ca,140,0,ACSSF,5882,6,37,603500,137,69,8,0,24,0,24,12,46,51,59125,137,11,56,3048,278,249,527,2521
6037603600,14000US06037603600,Census Tract 6036,"Census Tract 6036, Los Angeles County, California",ca,140,0,ACSSF,5883,6,37,603600,486,193,95,0,144,0,42,12,146,101,57424,486,125,123,4245,431,646,1077,3168
6037603702,14000US06037603702,Census Tract 6037.02,"Census Tract 6037.02, Los Angeles County, California",ca,140,0,ACSSF,5884,6,37,603702,257,123,13,0,37,0,84,0,83,124,58983,257,81,11,4842,199,768,967,3875
6037603703,14000US06037603703,Census Tract 6037.03,"Census Tract 6037.03, Los Angeles County, California",ca,140,0,ACSSF,5885,6,37,603703,93,53,6,20,4,0,10,0,38,20,,93,42,12,2507,93,224,317,2190
6037603704,14000US06037603704,Census Tract 6037.04,"Census Tract 6037.04, Los Angeles County, California",ca,140,0,ACSSF,5886,6,37,603704,1831,290,774,23,79,0,517,148,82,793,47697,1831,551,440,6581,1627,1152,2779,3802
6037603801,14000US06037603801,Census Tract 6038.01,"Census Tract 6038.01, Los Angeles County, California",ca,140,0,ACSSF,5887,6,37,603801,1109,203,347,19,73,6,336,125,96,491,52964,1109,331,312,4747,787,1290,2077,2670
6037603802,14000US06037603802,Census Tract 6038.02,"Census Tract 6038.02, Los Angeles County, California",ca,140,0,ACSSF,5888,6,37,603802,707,286,36,0,95,0,274,16,125,480,55875,707,223,168,3754,503,1216,1719,2035
6037603900,14000US06037603900,Census Tract 6039,"Census Tract 6039, Los Angeles County, California",ca,140,0,ACSSF,5889,6,37,603900,1580,770,201,0,177,0,360,72,335,784,41458,1580,531,365,7497,1496,2445,3941,3556
6037604001,14000US06037604001,Census Tract 6040.01,"Census Tract 6040.01, Los Angeles County, California",ca,140,0,ACSSF,5890,6,37,604001,852,406,98,7,61,0,221,59,217,476,64500,852,248,165,4579,395,1379,1774,2805
6037604002,14000US06037604002,Census Tract 6040.02,"Census Tract 6040.02, Los Angeles County, California",ca,140,0,ACSSF,5891,6,37,604002,1062,468,101,0,142,0,218,133,259,504,56885,1062,288,276,4886,388,1671,2059,2827
6037604100,14000US06037604100,Census Tract 6041,"Census Tract 6041, Los Angeles County, California",ca,140,0,ACSSF,5892,6,37,604100,1320,629,60,0,90,0,472,69,235,925,53542,1320,488,357,7446,1001,2185,3186,4260
6037609900,14000US06037609900,Census Tract 6099,"Census Tract 6099, Los Angeles County, California",ca,140,0,ACSSF,5893,6,37,609900,352,225,17,0,12,0,86,12,94,228,40476,352,89,104,1879,353,319,672,1207
6037620001,14000US06037620001,Census Tract 6200.01,"Census Tract 6200.01, Los Angeles County, California",ca,140,0,ACSSF,5894,6,37,620001,775,527,10,7,88,0,22,121,465,118,91250,775,156,64,4227,278,286,564,3663
6037620002,14000US06037620002,Census Tract 6200.02,"Census Tract 6200.02, Los Angeles County, California",ca,140,0,ACSSF,5895,6,37,620002,1029,746,13,0,131,0,95,44,626,232,73750,1029,216,158,3479,223,299,522,2957
6037620101,14000US06037620101,Census Tract 6201.01,"Census Tract 6201.01, Los Angeles County, California",ca,140,0,ACSSF,5896,6,37,620101,891,687,50,0,62,0,33,59,640,77,72977,891,289,167,5558,496,786,1282,4276
6037620102,14000US06037620102,Census Tract 6201.02,"Census Tract 6201.02, Los Angeles County, California",ca,140,0,ACSSF,5897,6,37,620102,1006,755,0,11,48,0,100,92,646,204,67159,1006,260,182,3555,309,338,647,2908
6037620201,14000US06037620201,Census Tract 6202.01,"Census Tract 6202.01, Los Angeles County, California",ca,140,0,ACSSF,5898,6,37,620201,635,580,11,0,14,0,0,30,524,67,119464,635,103,128,1559,104,58,162,1397
6037620301,14000US06037620301,Census Tract 6203.01,"Census Tract 6203.01, Los Angeles County, California",ca,140,0,ACSSF,5899,6,37,620301,226,187,0,0,9,0,21,9,166,51,186250,226,50,33,4933,156,174,330,4603
6037620303,14000US06037620303,Census Tract 6203.03,"Census Tract 6203.03, Los Angeles County, California",ca,140,0,ACSSF,5900,6,37,620303,292,241,0,0,30,0,0,21,241,0,130909,292,73,0,4569,43,153,196,4373
6037620305,14000US06037620305,Census Tract 6203.05,"Census Tract 6203.05, Los Angeles County, California",ca,140,0,ACSSF,5901,6,37,620305,1110,941,87,0,7,0,46,29,923,64,110588,1110,233,199,5866,178,319,497,5369
6037620400,14000US06037620400,Census Tract 6204,"Census Tract 6204, Los Angeles County, California",ca,140,0,ACSSF,5902,6,37,620400,459,367,0,0,29,0,17,46,336,83,91658,459,142,101,5040,145,200,345,4695
6037620501,14000US06037620501,Census Tract 6205.01,"Census Tract 6205.01, Los Angeles County, California",ca,140,0,ACSSF,5903,6,37,620501,1022,822,60,0,40,0,37,63,598,261,95735,1022,278,179,6046,195,491,686,5360
6037620521,14000US06037620521,Census Tract 6205.21,"Census Tract 6205.21, Los Angeles County, California",ca,140,0,ACSSF,5904,6,37,620521,856,632,13,0,99,0,56,56,552,174,94828,856,161,139,4092,220,413,633,3459
6037620522,14000US06037620522,Census Tract 6205.22,"Census Tract 6205.22, Los Angeles County, California",ca,140,0,ACSSF,5905,6,37,620522,922,643,29,7,133,0,94,16,523,175,84470,922,229,208,4958,196,388,584,4374
6037620601,14000US06037620601,Census Tract 6206.01,"Census Tract 6206.01, Los Angeles County, California",ca,140,0,ACSSF,5906,6,37,620601,1137,772,78,0,64,0,164,59,595,345,72386,1137,335,323,5030,290,530,820,4210
6037620602,14000US06037620602,Census Tract 6206.02,"Census Tract 6206.02, Los Angeles County, California",ca,140,0,ACSSF,5907,6,37,620602,427,371,0,0,56,0,0,0,342,29,91161,427,154,0,5165,174,381,555,4610
6037620701,14000US06037620701,Census Tract 6207.01,"Census Tract 6207.01, Los Angeles County, California",ca,140,0,ACSSF,5908,6,37,620701,1121,934,32,0,49,0,57,49,768,207,87530,1121,293,194,7184,219,505,724,6460
6037620702,14000US06037620702,Census Tract 6207.02,"Census Tract 6207.02, Los Angeles County, California",ca,140,0,ACSSF,5909,6,37,620702,760,589,26,0,69,14,62,0,490,161,120600,760,142,115,7298,219,245,464,6834
6037620800,14000US06037620800,Census Tract 6208,"Census Tract 6208, Los Angeles County, California",ca,140,0,ACSSF,5910,6,37,620800,722,583,0,0,94,0,45,0,538,119,89847,722,58,109,7735,244,403,647,7088
6037620901,14000US06037620901,Census Tract 6209.01,"Census Tract 6209.01, Los Angeles County, California",ca,140,0,ACSSF,5911,6,37,620901,188,163,5,0,12,0,0,8,134,29,110500,188,42,14,2937,187,164,351,2586
6037620904,14000US06037620904,Census Tract 6209.04,"Census Tract 6209.04, Los Angeles County, California",ca,140,0,ACSSF,5912,6,37,620904,438,340,0,0,7,0,25,66,340,25,128958,438,75,60,2862,98,165,263,2599
6037621001,14000US06037621001,Census Tract 6210.01,"Census Tract 6210.01, Los Angeles County, California",ca,140,0,ACSSF,5913,6,37,621001,865,747,0,52,0,0,30,36,659,123,94761,865,106,137,4449,85,230,315,4134
6037621002,14000US06037621002,Census Tract 6210.02,"Census Tract 6210.02, Los Angeles County, California",ca,140,0,ACSSF,5914,6,37,621002,312,273,0,0,27,0,6,6,268,11,120682,312,25,55,976,93,65,158,818
6037621004,14000US06037621004,Census Tract 6210.04,"Census Tract 6210.04, Los Angeles County, California",ca,140,0,ACSSF,5915,6,37,621004,1113,1067,0,0,0,0,0,46,1067,0,124280,1113,202,160,4242,241,166,407,3835
6037621102,14000US06037621102,Census Tract 6211.02,"Census Tract 6211.02, Los Angeles County, California",ca,140,0,ACSSF,5916,6,37,621102,354,321,0,0,12,0,0,21,304,17,117059,354,35,41,2896,214,182,396,2500
6037621104,14000US06037621104,Census Tract 6211.04,"Census Tract 6211.04, Los Angeles County, California",ca,140,0,ACSSF,5917,6,37,621104,1964,1647,96,17,136,0,20,48,1518,182,133649,1964,234,311,7057,399,485,884,6173
6037621201,14000US06037621201,Census Tract 6212.01,"Census Tract 6212.01, Los Angeles County, California",ca,140,0,ACSSF,5918,6,37,621201,1181,919,15,0,85,0,119,43,765,302,110964,1181,184,215,6537,300,396,696,5841
6037621204,14000US06037621204,Census Tract 6212.04,"Census Tract 6212.04, Los Angeles County, California",ca,140,0,ACSSF,5919,6,37,621204,1306,942,105,0,208,11,22,18,866,98,91774,1306,187,227,3142,263,98,361,2781
6037621301,14000US06037621301,Census Tract 6213.01,"Census Tract 6213.01, Los Angeles County, California",ca,140,0,ACSSF,5920,6,37,621301,1450,1099,109,0,165,0,26,51,945,180,80625,1450,331,243,6817,357,505,862,5955
6037621324,14000US06037621324,Census Tract 6213.24,"Census Tract 6213.24, Los Angeles County, California",ca,140,0,ACSSF,5921,6,37,621324,1322,987,18,11,201,0,61,44,879,180,92031,1322,368,270,3801,220,220,440,3361
6037621326,14000US06037621326,Census Tract 6213.26,"Census Tract 6213.26, Los Angeles County, California",ca,140,0,ACSSF,5922,6,37,621326,1253,1104,21,0,91,0,0,37,1008,133,96553,1253,309,198,2945,169,124,293,2652
6037621400,14000US06037621400,Census Tract 6214,"Census Tract 6214, Los Angeles County, California",ca,140,0,ACSSF,5923,6,37,621400,915,745,18,0,116,0,0,36,710,60,81250,915,170,188,4496,234,337,571,3925
6037650001,14000US06037650001,Census Tract 6500.01,"Census Tract 6500.01, Los Angeles County, California",ca,140,0,ACSSF,5924,6,37,650001,726,231,0,0,370,0,103,22,92,215,26359,726,142,176,5603,835,367,1202,4401
6037650003,14000US06037650003,Census Tract 6500.03,"Census Tract 6500.03, Los Angeles County, California",ca,140,0,ACSSF,5925,6,37,650003,786,205,150,0,216,30,158,27,127,265,49773,786,51,235,3200,207,681,888,2312
6037650004,14000US06037650004,Census Tract 6500.04,"Census Tract 6500.04, Los Angeles County, California",ca,140,0,ACSSF,5926,6,37,650004,861,263,119,0,385,15,38,41,202,133,40189,861,249,284,4023,667,530,1197,2826
